,carat,cut,color,clarity,depth,table,x,y,z,clarity_num,cut_num,color_num,price_predicted
1736,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,2,3,1,4394.650513845065
1737,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,2,5,2,3796.6437898940403
1738,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,1,3,3,3669.625627065625
1739,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,1,2,0,5236.090153534182
1740,0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,4,4,4,4447.5561853405325
1741,0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,3,4,5,4071.8312463392267
1742,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,1,3,3,4283.509621370204
1743,0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,4,4,1,4111.524422223103
1744,1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,4,5,2,3852.2142361314673
1745,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,2,4,3,4119.463057399878
1746,1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,1,4,2,4111.524422223103
1747,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,2,5,3,3293.900688064319
1748,1.51,Premium,H,VS2,60.2,60.0,7.35,7.33,4.42,3,4,2,4431.678914986982
1749,1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,2,5,0,3397.102945362405
1750,0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,1,5,5,3317.716593594645
1751,1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,2,5,4,4770.375452846374
1752,1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,2,5,4,3577.026779686281
1753,0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,3,5,6,3513.517698272075
1754,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,2,5,1,3079.557538291372
1755,0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,2,2,3,4709.531146174135
1756,0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,3,5,4,3764.8892491869356
1757,0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,4,4,2,4283.509621370204
1758,0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,7,4,4,3984.5062593946914
1759,0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,2,5,4,3844.275600954692
1760,0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,6,3,6,4127.401692576654
1761,3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,0,4,4,3616.719955570161
1762,0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,3,3,5,4000.383529748242
1763,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,3,5,5,3341.532499124971
1764,0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,7,3,3,3749.0119788333814
1765,1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,7,4,3,4833.88453426058
1766,1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,2,3,4,4418.466419375394
1767,0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,3,5,4,3349.4711343017498
1768,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,2,5,1,3828.3983306011414
1769,0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,5,5,6,2986.958690912028
1770,1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,2,4,4,4111.524422223103
1771,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,2,2,5,4881.516345321235
1772,0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,4,3,1,3947.477858252778
1773,0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,1,3,5,3780.766519540486
1774,0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,2,3,4,4135.340327753433
1775,1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,2,4,5,3984.5062593946914
1776,1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,3,5,2,3106.0382185636645
1777,1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,4,3,5,4646.022064759929
1778,0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,4,5,4,3412.9802157159556
1779,0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,2,4,1,3857.4880965662796
1780,0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,5,3,2,3979.2323989598826
1781,0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,2,3,1,3971.2937637831074
1782,0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,6,4,5,4307.325526900533
1783,0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,2,5,4,3106.0382185636645
1784,0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,6,5,5,3624.658590746936
1785,1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86,3,3,2,5365.717402055436
1786,0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,3,5,6,3923.661952722452
1787,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,2,2,5,4003.0483044902085
1788,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,1,3,4,3569.0881445095056
1789,0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,6,5,5,3592.9040500398314
1790,0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,3,5,4,3608.781320393382
1791,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,3,5,5,3561.1495093327303
1792,0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,4,5,3,3262.1461473572144
1793,0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,2,2,4,5135.496981928938
1794,0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,2,5,4,3536.806217758922
1795,0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,7,5,0,3373.2870398320756
1796,1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,2,5,1,3820.459695424366
1797,0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,3,3,5,3939.5392230760026
1798,1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,1,4,4,3608.781320393382
1799,1.01,Premium,F,VS2,62.0,59.0,6.45,6.38,3.98,3,4,4,4331.141432430859
1800,0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,1,5,5,3301.8393232410945
1801,1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,1,3,3,4132.675553011466
1802,0.46,Ideal,G,VVS1,62.0,54.0,4.97,5.0,3.09,6,5,3,3113.9768537404398
1803,0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,3,5,6,3349.4711343017498
1804,1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,1,4,4,4339.080067607638
1805,0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,2,5,6,3899.846047192126
1806,0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,4,4,6,4008.322164925017
1807,1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,1,3,6,4889.454980498011
1808,0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,3,4,5,4127.401692576654
1809,0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,1,4,4,4135.340327753433
1810,0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,4,2,3,3704.0449425146926
1811,0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,2,3,6,4370.834608314739
1812,0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,2,4,5,3521.4563334488503
1813,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,2,4,6,4055.9539759856725
1814,1.48,Good,G,IF,59.8,61.0,7.54,7.34,4.45,7,2,3,4643.357290017962
1815,0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,2,3,1,3640.5358611004867
1816,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,2,4,6,4833.88453426058
1817,0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,2,5,3,3545.272238979176
1818,0.76,Fair,D,SI2,55.5,69.0,6.16,6.07,3.39,1,1,6,6249.459303321275
1819,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,1,5,6,3656.413131454041
1820,0.25,Good,D,VVS2,64.6,56.0,3.97,3.99,2.57,5,2,6,3807.2471998127785
1821,0.33,Ideal,H,VVS1,62.5,56.0,4.42,4.44,2.77,6,5,2,3640.5358611004867
1822,0.78,Ideal,H,VVS2,62.1,56.0,5.88,5.9,3.66,5,5,2,3608.781320393382
1823,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,1,2,5,3704.0449425146926
1824,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,4,3,1,4103.585787046328
1825,0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,7,5,3,3584.965414863056
1826,0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,5,3,5,4362.895973137964
1827,0.32,Premium,G,VS2,62.6,60.0,4.36,4.33,2.72,3,4,3,4622.2061592295995
1828,0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,2,5,3,3891.9074120153473
1829,0.72,Very Good,F,VS1,63.4,57.0,5.68,5.7,3.61,4,3,4,3955.416493429553
1830,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,2,2,6,3476.4892971301615
1831,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,2,4,3,4119.463057399878
1832,0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,1,2,5,4995.266323488942
1833,0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,5,5,3,3804.5824250708156
1834,0.3,Ideal,G,VVS2,62.9,55.0,4.31,4.28,2.7,5,5,3,3428.857486069506
1835,2.68,Premium,G,I1,58.6,60.0,9.11,9.07,5.33,0,4,3,4304.6607521585665
1836,0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,4,4,3,4108.85964748114
1837,0.58,Ideal,F,VS1,60.3,57.0,5.47,5.44,3.29,4,5,4,3709.318802949505
1838,0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,2,2,6,4807.403853988288
1839,1.0,Very Good,H,VVS2,60.3,59.0,6.41,6.46,3.88,5,3,2,4196.184634425672
1840,0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9,4,5,1,3243.1045607427786
1841,0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,4,3,5,3074.2836778565634
1842,1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,1,1,1,5048.227684033527
1843,1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,4,4,3,4055.9539759856725
1844,0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,3,3,6,4291.4482565469825
1845,1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,1,3,2,4230.60394987474
1846,1.03,Fair,H,SI1,65.1,57.0,6.43,6.36,4.16,2,1,2,4090.373291434744
1847,0.42,Ideal,H,VS2,62.1,54.0,4.82,4.84,3.0,3,5,2,3121.9154889172187
1848,0.43,Ideal,H,VVS2,62.3,55.0,4.85,4.82,3.01,5,5,2,3381.225675008851
1849,0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78,6,5,5,3325.6552287714203
1850,0.34,Ideal,F,VS2,62.1,56.0,4.45,4.47,2.77,3,5,4,3608.781320393382
1851,1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,4,5,1,4040.076705632122
1852,1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26,1,4,0,4354.957337961188
1853,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,3,5,6,3537.333603802401
1854,0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,5,3,4,4220.000539956001
1855,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,2,3,4,4048.0153408088972
1856,0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85,3,3,5,4354.957337961188
1857,0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,5,3,4,3876.0301416617967
1858,0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69,6,3,4,4315.264162077308
1859,0.28,Ideal,E,VS2,61.5,56.0,4.22,4.24,2.6,3,5,5,3561.1495093327303
1860,2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18,2,5,0,3436.7961212462815
1861,0.53,Ideal,G,VS2,60.1,54.0,5.31,5.3,3.19,3,5,3,2963.142785381702
1862,0.33,Ideal,F,VVS2,61.3,56.0,4.44,4.46,2.73,5,5,4,3545.272238979176
1863,0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,3,5,5,3082.2223130333387
1864,1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,3,3,4,3015.021529314765
1865,0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,6,5,3,3915.7233175456768
1866,1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,2,3,6,3661.6869918888497
1867,0.71,Ideal,I,VS1,62.2,54.0,5.71,5.75,3.56,4,5,1,3129.854124093994
1868,0.31,Ideal,G,VS1,61.0,56.0,4.4,4.35,2.67,4,5,3,3521.4563334488503
1869,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,1,5,5,3624.658590746936
1870,0.25,Very Good,G,VVS1,60.6,55.0,4.12,4.14,2.5,6,3,3,3246.268877003664
1871,0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,2,4,4,3944.8130835108113
1872,0.31,Very Good,I,SI1,63.3,53.0,4.32,4.3,2.73,2,3,1,2973.7461953004404
1873,1.0,Very Good,F,VS1,60.4,59.0,6.4,6.51,3.9,4,3,4,4204.123269602447
1874,1.14,Premium,F,SI1,62.5,59.0,6.67,6.65,4.16,2,4,4,4370.834608314739
1875,0.74,Ideal,F,VS1,62.0,57.0,5.81,5.78,3.6,4,5,4,3844.275600954692
1876,0.3,Ideal,G,VVS2,62.6,53.0,4.31,4.35,2.71,5,5,3,2918.17574906301
1877,1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,1,2,2,4693.653875820584
1878,1.02,Fair,I,SI2,64.5,56.0,6.28,6.25,4.04,1,1,1,3799.308564636003
1879,0.58,Ideal,I,VS2,61.8,55.0,5.36,5.38,3.32,3,5,1,3341.532499124971
1880,0.51,Ideal,D,SI1,61.9,54.0,5.14,5.2,3.19,2,5,6,3106.0382185636645
1881,0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,4,3,3,3592.9040500398314
1882,1.14,Premium,D,SI1,60.5,59.0,6.79,6.73,4.09,2,4,6,4212.0619047792225
1883,0.36,Ideal,G,IF,61.5,56.0,4.59,4.62,2.83,7,5,3,3561.1495093327303
1884,1.6,Good,E,SI1,63.6,58.0,7.44,7.38,4.71,2,2,5,4214.726679521189
1885,0.51,Premium,I,SI1,61.3,58.0,5.16,5.11,3.15,2,4,1,4032.1380704553467
1886,1.16,Premium,G,VS2,59.9,60.0,6.88,6.85,4.11,3,4,3,4407.863009456652
1887,0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,5,3,3,3939.5392230760026
1888,0.27,Ideal,E,VS1,61.6,56.0,4.14,4.17,2.56,4,5,5,3569.0881445095056
1889,0.78,Very Good,D,SI1,62.5,58.0,5.86,5.89,3.67,2,3,6,4127.401692576654
1890,2.1,Premium,F,SI2,62.1,59.0,8.16,8.18,5.07,1,4,4,4339.080067607638
1891,0.65,Ideal,J,SI1,61.4,55.0,5.58,5.62,3.44,2,5,0,3309.7779584178697
1892,0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,3,4,5,4431.678914986982
1893,0.31,Ideal,E,IF,60.4,56.0,4.43,4.38,2.66,7,5,5,3473.824522388195
1894,0.33,Premium,G,SI1,61.1,59.0,4.45,4.42,2.71,2,4,3,4259.693715839878
1895,0.84,Very Good,D,SI2,63.6,57.0,5.95,6.0,3.8,1,3,6,3971.2937637831074
1896,0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,2,5,4,3301.8393232410945
1897,1.03,Ideal,G,SI1,60.1,59.0,6.6,6.57,3.96,2,5,3,4180.307364072121
1898,0.51,Very Good,I,VS2,63.3,56.0,5.02,5.06,3.19,3,3,1,3704.0449425146926
1899,1.0,Fair,H,SI1,65.5,57.0,6.26,6.21,4.08,2,1,2,4122.127832141849
1900,0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27,3,4,4,4127.401692576654
1901,0.4,Ideal,G,VS1,62.4,57.0,4.74,4.72,2.95,4,5,3,3876.0301416617967
1902,1.41,Ideal,H,VS1,60.7,56.0,7.31,7.22,1.41,4,5,2,3497.640427918521
1903,0.43,Very Good,E,VVS1,60.3,58.0,4.86,4.93,2.95,6,3,5,3952.7517186875866
1904,0.5,Ideal,G,VVS2,61.0,56.0,5.13,5.14,3.13,5,5,3,3521.4563334488503
1905,0.58,Very Good,F,VVS1,59.7,57.0,5.48,5.51,3.28,6,3,4,3661.6869918888497
1906,1.02,Ideal,G,SI1,60.6,59.0,6.55,6.52,3.96,2,5,3,4220.000539956001
1907,0.58,Ideal,H,SI1,62.2,57.0,5.34,5.37,3.33,2,5,2,3860.152871308246
1908,1.52,Very Good,I,SI2,59.8,62.0,7.41,7.47,4.45,1,3,1,4886.790205756044
1909,0.53,Very Good,D,VS2,62.6,58.0,5.14,5.18,3.23,3,3,6,4135.340327753433
1910,0.37,Ideal,D,SI1,61.5,57.0,4.63,4.6,2.84,2,5,6,3804.5824250708156
1911,0.7,Premium,E,VS2,61.4,59.0,5.73,5.7,3.51,3,4,5,4283.509621370204
1912,0.35,Ideal,H,IF,61.7,56.0,4.53,4.55,2.8,7,5,2,3577.026779686281
1913,0.28,Very Good,F,VS2,61.7,58.0,4.17,4.19,2.58,3,3,4,4063.8926111624514
1914,0.71,Very Good,E,VS2,59.4,58.0,5.76,5.82,3.44,3,3,5,3881.3040020966055
1915,1.01,Premium,F,VS2,58.9,58.0,6.59,6.51,3.86,3,4,4,3841.6108262127254
1916,0.26,Ideal,E,VVS2,61.6,57.0,4.13,4.18,2.56,5,5,5,3812.521060247591
1917,0.91,Ideal,E,VVS1,61.7,56.0,6.18,6.23,3.83,6,5,5,3577.026779686281
1918,0.9,Ideal,H,VS1,62.2,58.0,6.14,6.17,3.83,4,5,2,4103.585787046328
1919,0.34,Premium,H,VVS1,61.5,60.0,4.45,4.49,2.75,6,4,2,4534.881172285068
1920,1.21,Ideal,H,SI1,61.8,55.0,6.82,6.86,4.23,2,5,2,3341.532499124971
1921,1.01,Premium,G,VS1,59.8,59.0,6.55,6.5,3.9,4,4,3,4156.491458541792
1922,1.5,Premium,J,SI2,61.0,60.0,7.34,7.3,4.46,1,4,0,4495.187996401188
1923,1.51,Premium,F,VS2,62.5,58.0,7.33,7.22,4.55,3,4,4,4127.401692576654
1924,0.74,Ideal,D,SI2,62.2,57.0,5.78,5.82,3.61,1,5,6,3860.152871308246
1925,0.6,Ideal,E,VVS1,62.5,53.7,5.35,5.43,3.38,6,5,5,3080.640154902894
1926,2.14,Premium,D,SI2,59.8,59.0,8.4,8.36,5.01,1,4,6,4156.491458541792
1927,0.42,Ideal,I,VVS1,60.5,57.0,4.84,4.88,2.94,6,5,1,3725.1960733030555
1928,0.28,Very Good,E,VS1,59.0,60.0,4.26,4.32,2.53,4,3,5,4336.415292865671
1929,0.39,Very Good,F,VS2,60.1,56.0,4.77,4.82,2.88,3,3,4,3450.008616857869
1930,0.34,Ideal,E,VS2,62.4,54.0,4.48,4.49,2.8,3,5,5,3145.7313944475445
1931,0.37,Premium,G,VS2,62.8,60.0,4.59,4.55,2.87,3,4,3,4638.08342958315
1932,0.71,Ideal,G,VS2,62.4,57.0,5.69,5.66,3.54,3,5,3,3876.0301416617967
1933,0.57,Good,D,VS2,58.3,61.0,5.42,5.45,3.17,3,2,6,4524.277762366326
1934,1.02,Ideal,G,VS1,61.6,55.0,6.53,6.46,4.0,4,5,3,3325.6552287714203
1935,0.52,Ideal,F,VVS2,60.6,56.0,5.22,5.24,3.17,5,5,4,3489.7017927417455
1936,0.39,Premium,G,VS2,60.4,61.0,4.7,4.67,2.83,3,4,3,4690.989101078614
1937,0.7,Ideal,G,VS1,62.7,57.0,5.66,5.7,3.56,4,5,3,3899.846047192126
1938,0.7,Very Good,G,VVS2,60.8,57.0,5.72,5.76,3.49,5,3,3,3749.0119788333814
1939,0.41,Premium,J,VS1,62.1,58.0,4.79,4.75,2.96,4,4,0,4095.6471518695525
1940,0.73,Very Good,H,VS2,60.8,56.0,5.82,5.84,3.55,3,3,2,3505.579063095296
1941,0.72,Ideal,G,VS1,61.6,56.0,5.75,5.78,3.55,4,5,3,3569.0881445095056
1942,0.31,Ideal,J,VS2,62.2,55.0,4.32,4.36,2.7,3,5,0,3373.2870398320756
1943,0.38,Ideal,F,VVS1,61.1,57.0,4.71,4.69,2.87,6,5,4,3772.827884363711
1944,1.04,Ideal,E,SI2,61.9,57.0,6.48,6.51,4.02,1,5,5,3836.3369657779167
1945,0.41,Ideal,J,VS1,62.1,56.0,4.79,4.75,2.96,4,5,0,3608.781320393382
1946,0.7,Ideal,E,SI1,62.8,56.0,5.69,5.72,3.58,2,5,5,3664.351766630816
1947,0.31,Ideal,H,VVS2,62.2,55.0,4.35,4.36,2.71,5,5,2,3373.2870398320756
1948,1.0,Good,F,SI1,60.1,65.0,6.4,6.44,3.86,2,2,4,5640.904858500626
1949,1.01,Very Good,F,VVS2,59.8,58.0,6.47,6.55,3.89,5,3,4,3913.05854280371
1950,0.71,Very Good,F,VS2,63.2,59.0,5.66,5.6,3.56,3,3,4,4426.4050545521695
1951,0.56,Ideal,H,VS1,61.8,55.0,5.29,5.33,3.28,4,5,2,3341.532499124971
1952,0.7,Ideal,D,SI1,61.8,56.0,5.63,5.73,3.51,2,5,6,3584.965414863056
1953,0.51,Ideal,G,VS2,61.7,57.0,5.12,5.15,3.17,3,5,3,3820.459695424366
1954,1.16,Ideal,G,VVS1,60.5,57.0,6.78,6.83,4.12,6,5,3,3725.1960733030555
1955,1.5,Premium,F,VS2,61.3,61.0,7.36,7.33,4.5,3,4,4,4762.436817669599
1956,1.03,Ideal,F,SI1,62.6,57.0,6.42,6.46,4.03,2,5,4,3891.9074120153473
1957,1.51,Premium,G,SI1,61.3,61.0,7.41,7.34,4.52,2,4,3,4762.436817669599
1958,0.51,Premium,D,SI1,60.1,60.0,5.14,5.18,3.1,2,4,6,4423.740279810207
1959,1.01,Very Good,F,SI1,63.1,59.0,6.3,6.37,4.0,2,3,4,4418.466419375394
1960,1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35,2,4,2,4646.022064759929
1961,1.04,Ideal,H,VS2,61.0,57.0,6.56,6.53,3.99,3,5,2,3764.8892491869356
1962,2.0,Ideal,H,SI2,59.7,57.0,8.29,8.22,4.93,1,5,2,3661.6869918888497
1963,0.44,Premium,I,VVS1,60.8,57.0,4.93,4.88,2.98,6,4,1,3749.0119788333814
1964,0.34,Premium,G,VVS2,61.6,58.0,4.44,4.49,2.75,5,4,3,4055.9539759856725
1965,0.8,Very Good,F,SI1,63.9,56.0,5.84,5.87,3.74,2,3,4,3751.676753575348
1966,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,1,2,6,4474.036865612825
1967,0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,2,3,5,4151.217598106983
1968,0.51,Premium,G,SI2,62.5,56.0,5.12,5.09,3.19,1,4,3,3640.5358611004867
1969,1.01,Very Good,H,SI1,60.2,60.0,6.5,6.48,3.91,2,3,2,4431.678914986982
1970,1.56,Ideal,I,SI1,62.5,54.0,7.45,7.37,4.63,2,5,1,3153.67002962432
1971,0.34,Ideal,I,SI1,61.9,57.0,4.44,4.48,2.76,2,5,1,3836.3369657779167
1972,1.01,Very Good,D,SI1,62.8,60.0,6.36,6.42,4.01,2,3,6,4638.08342958315
1973,0.38,Ideal,F,VS2,61.3,57.0,4.65,4.68,2.86,3,5,4,3788.7051547172614
1974,1.25,Ideal,G,VS2,62.4,55.0,6.93,6.86,4.3,3,5,3,3389.16431018563
1975,1.14,Ideal,J,SI2,61.5,57.0,6.73,6.77,4.15,1,5,0,3804.5824250708156
1976,0.3,Ideal,H,SI1,62.1,56.0,4.3,4.32,2.67,2,5,2,3608.781320393382
1977,0.36,Ideal,F,SI2,61.2,56.0,4.61,4.64,2.83,1,5,4,3537.333603802401
1978,0.72,Very Good,H,VVS2,60.3,56.0,5.81,5.83,3.51,5,3,2,3465.8858872114197
1979,0.31,Ideal,G,VVS1,60.6,57.0,4.4,4.38,2.66,6,5,3,3733.134708479831
1980,0.41,Premium,G,VVS1,59.7,60.0,4.83,4.85,2.89,6,4,3,4391.985739103102
1981,1.16,Ideal,E,SI2,61.9,55.0,6.71,6.77,4.17,1,5,5,3349.4711343017498
1982,0.7,Very Good,J,SI1,61.7,57.0,5.65,5.69,3.5,2,3,0,3820.459695424366
1983,0.31,Premium,G,VVS2,61.5,58.0,4.31,4.34,2.66,5,4,3,4048.0153408088972
1984,0.3,Good,G,SI1,63.8,56.0,4.3,4.26,2.73,2,2,3,3743.7381183985726
1985,0.31,Good,D,SI2,63.6,54.0,4.31,4.34,2.75,1,2,6,3240.995016568855
1986,1.05,Very Good,G,VS2,62.8,58.0,6.44,6.48,4.06,3,3,3,4151.217598106983
1987,0.51,Premium,F,SI1,60.5,59.0,5.18,5.13,3.12,2,4,4,4212.0619047792225
1988,0.82,Premium,F,SI1,61.1,60.0,6.02,5.96,3.66,2,4,4,4503.126631577963
1989,2.01,Premium,G,SI1,60.3,59.0,8.23,8.15,4.94,2,4,3,4196.184634425672
1990,0.3,Very Good,E,SI1,60.6,56.0,4.35,4.37,2.64,2,3,5,3489.7017927417455
1991,0.7,Very Good,F,VS2,60.5,58.0,5.78,5.83,3.51,3,3,4,3968.628989041141
1992,2.01,Premium,J,SI1,59.8,57.0,8.17,8.13,4.87,2,4,0,3669.625627065625
1993,1.0,Good,F,SI1,63.7,58.0,6.29,6.34,4.02,2,2,4,4222.665314697964
1994,0.53,Ideal,E,SI1,60.6,57.0,5.27,5.23,3.18,2,5,5,3733.134708479831
1995,0.71,Ideal,F,SI2,62.1,56.0,5.75,5.7,3.56,1,5,4,3608.781320393382
1996,0.71,Premium,I,VS2,62.8,59.0,5.67,5.64,3.55,3,4,1,4394.650513845065
1997,1.57,Premium,G,SI1,59.2,59.0,7.6,7.68,4.52,2,4,3,4108.85964748114
1998,2.17,Premium,G,SI2,62.2,62.0,8.32,8.24,5.15,1,4,3,5077.317449998665
1999,1.11,Premium,E,SI2,61.0,60.0,6.68,6.66,4.07,1,4,5,4495.187996401188
2000,1.64,Premium,G,VS2,62.4,58.0,7.52,7.49,4.68,3,4,3,4119.463057399878
2001,0.4,Good,F,VS2,62.0,61.3,4.69,4.72,2.91,3,2,4,4891.037138628451
2002,0.34,Ideal,D,VS2,60.6,57.0,4.51,4.53,2.74,3,5,6,3733.134708479831
